RESERVATION_NO,Permit_No,DATE_,TIME_FROM,TIME_TO,SEX_,AGE_,Assembly_POINT,Permit_KIND
478523650,94940176,06/09/2021,6:00 PM,9:00 PM,FEMALE,46,Bab Al Salam Square,Visiting the Prophet Muhammed
478523651,94940177,06/09/2021,6:00 PM,9:00 PM,MALE,44,Bab Al Salam Square,Visiting the Prophet Muhammed
478523652,94940178,06/09/2021,6:00 PM,9:00 PM,MALE,58,Bab Al Salam Square,Visiting the Prophet Muhammed
478523653,94940179,06/09/2021,6:00 PM,9:00 PM,MALE,65,Bab Al Salam Square,Visiting the Prophet Muhammed
478523654,94940180,06/09/2021,6:00 PM,9:00 PM,MALE,57,Bab Al Salam Square,Visiting the Prophet Muhammed
478523655,94940181,06/09/2021,6:00 PM,9:00 PM,MALE,58,Bab Al Salam Square,Visiting the Prophet Muhammed
478523656,94940182,06/09/2021,6:00 PM,9:00 PM,FEMALE,42,Bab Al Salam Square,Visiting the Prophet Muhammed
478523657,94940183,06/09/2021,6:00 PM,9:00 PM,MALE,56,Bab Al Salam Square,Visiting the Prophet Muhammed
478523658,94940184,06/09/2021,6:00 PM,9:00 PM,FEMALE,22,Bab Al Salam Square,Visiting the Prophet Muhammed
478523659,94940185,06/09/2021,6:00 PM,9:00 PM,MALE,40,Bab Al Salam Square,Visiting the Prophet Muhammed
478523660,94940186,06/09/2021,6:00 PM,9:00 PM,MALE,46,Bab Al Salam Square,Visiting the Prophet Muhammed
478523661,94940187,06/09/2021,6:00 PM,9:00 PM,MALE,44,Bab Al Salam Square,Visiting the Prophet Muhammed
478523662,94940188,06/09/2021,6:00 PM,9:00 PM,MALE,58,Bab Al Salam Square,Visiting the Prophet Muhammed
478523663,94940189,06/09/2021,6:00 PM,9:00 PM,MALE,65,Bab Al Salam Square,Visiting the Prophet Muhammed
478523664,94940190,06/09/2021,6:00 PM,9:00 PM,FEMALE,57,Bab Al Salam Square,Visiting the Prophet Muhammed
478523665,94940191,06/09/2021,6:00 PM,9:00 PM,MALE,58,Bab Al Salam Square,Visiting the Prophet Muhammed
478523666,94940192,06/09/2021,6:00 PM,9:00 PM,FEMALE,55,Bab Al Salam Square,Visiting the Prophet Muhammed
478523667,94940193,06/09/2021,6:00 PM,9:00 PM,MALE,22,Bab Al Salam Square,Visiting the Prophet Muhammed
478523668,94940194,06/09/2021,6:00 PM,9:00 PM,MALE,40,Bab Al Salam Square,Visiting the Prophet Muhammed
478523669,94940195,06/09/2021,6:00 PM,9:00 PM,MALE,46,Bab Al Salam Square,Visiting the Prophet Muhammed
478523670,94940196,06/09/2021,6:00 PM,9:00 PM,MALE,44,Bab Al Salam Square,Visiting the Prophet Muhammed
478523671,94940197,06/09/2021,6:00 PM,9:00 PM,MALE,58,Bab Al Salam Square,Visiting the Prophet Muhammed
478523672,94940198,06/09/2021,6:00 PM,9:00 PM,FEMALE,65,Bab Al Salam Square,Visiting the Prophet Muhammed
478523673,94940199,06/09/2021,6:00 PM,9:00 PM,MALE,57,Bab Al Salam Square,Visiting the Prophet Muhammed
478523674,94940200,06/09/2021,6:00 PM,9:00 PM,FEMALE,58,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523675,94940201,06/09/2021,6:00 PM,9:00 PM,MALE,60,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523676,94940202,06/09/2021,6:00 PM,9:00 PM,MALE,55,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523677,94940203,06/09/2021,6:00 PM,9:00 PM,MALE,22,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523678,94940204,06/09/2021,6:00 PM,9:00 PM,MALE,19,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523679,94940205,06/09/2021,6:00 PM,9:00 PM,MALE,37,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523680,94940206,06/09/2021,6:00 PM,9:00 PM,FEMALE,77,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523681,94940207,06/09/2021,6:00 PM,9:00 PM,MALE,45,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523682,94940208,06/09/2021,6:00 PM,9:00 PM,FEMALE,75,Bab Al Salam Square,Visiting the Prophet Muhammed
478523683,94940209,06/09/2021,6:00 PM,9:00 PM,MALE,65,Bab Al Salam Square,Visiting the Prophet Muhammed
478523684,94940210,06/09/2021,6:00 PM,9:00 PM,MALE,27,Bab Al Salam Square,Visiting the Prophet Muhammed
478523685,94940211,06/09/2021,6:00 PM,9:00 PM,MALE,28,Bab Al Salam Square,Visiting the Prophet Muhammed
478523686,94940212,06/09/2021,6:00 PM,9:00 PM,MALE,57,Bab Al Salam Square,Visiting the Prophet Muhammed
478523687,94940213,06/09/2021,6:00 PM,9:00 PM,MALE,58,Bab Al Salam Square,Visiting the Prophet Muhammed
478523688,94940214,06/09/2021,6:00 PM,9:00 PM,FEMALE,60,Bab Al Salam Square,Visiting the Prophet Muhammed
478523689,94940215,06/09/2021,6:00 PM,9:00 PM,MALE,55,Bab Al Salam Square,Visiting the Prophet Muhammed
478523690,94940216,06/09/2021,6:00 PM,9:00 PM,FEMALE,22,Bab Al Salam Square,Visiting the Prophet Muhammed
478523691,94940217,06/09/2021,6:00 PM,9:00 PM,MALE,19,Bab Al Salam Square,Visiting the Prophet Muhammed
478523692,94940218,06/09/2021,6:00 PM,9:00 PM,MALE,37,Bab Al Salam Square,Visiting the Prophet Muhammed
478523693,94940219,06/09/2021,6:00 PM,9:00 PM,MALE,77,Bab Al Salam Square,Visiting the Prophet Muhammed
478523694,94940220,06/09/2021,6:00 PM,9:00 PM,MALE,23,Bab Al Salam Square,Visiting the Prophet Muhammed
478523695,94940221,06/09/2021,6:00 PM,9:00 PM,MALE,24,Bab Al Salam Square,Visiting the Prophet Muhammed
478523696,94940222,06/09/2021,6:00 PM,9:00 PM,FEMALE,25,Bab Al Salam Square,Visiting the Prophet Muhammed
478523697,94940223,06/09/2021,6:00 PM,9:00 PM,MALE,26,Bab Al Salam Square,Visiting the Prophet Muhammed
478523698,94940224,06/09/2021,6:00 PM,9:00 PM,FEMALE,62,Bab Al Salam Square,Visiting the Prophet Muhammed
478523699,94940225,06/09/2021,6:00 PM,9:00 PM,MALE,52,Bab Al Salam Square,Visiting the Prophet Muhammed
478523700,94940226,06/09/2021,6:00 PM,9:00 PM,MALE,82,Bab Al Salam Square,Visiting the Prophet Muhammed
478523701,94940227,06/09/2021,6:00 PM,9:00 PM,MALE,92,Bab Al Salam Square,Visiting the Prophet Muhammed
478523702,94940228,06/09/2021,6:00 PM,9:00 PM,MALE,72,Bab Al Salam Square,Visiting the Prophet Muhammed
478523703,94940229,06/09/2021,6:00 PM,9:00 PM,MALE,42,Bab Al Salam Square,Visiting the Prophet Muhammed
478523704,94940230,06/09/2021,6:00 PM,9:00 PM,FEMALE,56,Bab Al Salam Square,Visiting the Prophet Muhammed
478523705,94940231,06/09/2021,6:00 PM,9:00 PM,MALE,54,Bab Al Salam Square,Visiting the Prophet Muhammed
478523706,94940232,06/09/2021,6:00 PM,9:00 PM,FEMALE,25,Bab Al Salam Square,Visiting the Prophet Muhammed
478523707,94940233,06/09/2021,6:00 PM,9:00 PM,MALE,35,Bab Al Salam Square,Visiting the Prophet Muhammed
478523708,94940234,06/09/2021,6:00 PM,9:00 PM,MALE,78,Bab Al Salam Square,Visiting the Prophet Muhammed
478523709,94940235,06/09/2021,6:00 PM,9:00 PM,MALE,95,Bab Al Salam Square,Visiting the Prophet Muhammed
478523710,94940236,06/09/2021,6:00 PM,9:00 PM,MALE,24,Bab Al Salam Square,Visiting the Prophet Muhammed
478523711,94940237,06/09/2021,6:00 PM,9:00 PM,MALE,85,Bab Al Salam Square,Visiting the Prophet Muhammed
478523712,94940238,06/09/2021,6:00 PM,9:00 PM,FEMALE,97,Bab Al Salam Square,Visiting the Prophet Muhammed
478523713,94940239,06/09/2021,6:00 PM,9:00 PM,MALE,54,Bab Al Salam Square,Visiting the Prophet Muhammed
478523714,94940240,06/09/2021,6:00 PM,9:00 PM,FEMALE,65,Bab Al Salam Square,Visiting the Prophet Muhammed
478523715,94940241,06/09/2021,6:00 PM,9:00 PM,MALE,25,Bab Al Salam Square,Visiting the Prophet Muhammed
478523716,94940242,06/09/2021,6:00 PM,9:00 PM,MALE,34,Bab Al Salam Square,Visiting the Prophet Muhammed
478523717,94940243,06/09/2021,6:00 PM,9:00 PM,MALE,65,Bab Al Salam Square,Visiting the Prophet Muhammed
478523718,94940244,06/09/2021,6:00 PM,9:00 PM,MALE,98,Bab Al Salam Square,Visiting the Prophet Muhammed
478523719,94940245,06/09/2021,6:00 PM,9:00 PM,MALE,65,Bab Al Salam Square,Visiting the Prophet Muhammed
478523720,94940246,06/09/2021,6:00 PM,9:00 PM,FEMALE,27,Bab Al Salam Square,Visiting the Prophet Muhammed
478523721,94940247,06/09/2021,6:00 PM,9:00 PM,MALE,28,Bab Al Salam Square,Visiting the Prophet Muhammed
478523722,94940248,06/09/2021,6:00 PM,9:00 PM,FEMALE,57,Bab Al Salam Square,Visiting the Prophet Muhammed
478523723,94940249,06/09/2021,6:00 PM,9:00 PM,MALE,58,Bab Al Salam Square,Visiting the Prophet Muhammed
478523724,94940250,06/09/2021,6:00 PM,9:00 PM,MALE,60,Bab Al Salam Square,Visiting the Prophet Muhammed
478523725,94940251,06/09/2021,6:00 PM,9:00 PM,MALE,55,Bab Al Salam Square,Visiting the Prophet Muhammed
478523726,94940252,06/09/2021,6:00 PM,9:00 PM,MALE,22,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523727,94940253,06/09/2021,6:00 PM,9:00 PM,MALE,19,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523728,94940254,06/09/2021,6:00 PM,9:00 PM,FEMALE,37,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523729,94940255,06/09/2021,6:00 PM,9:00 PM,MALE,77,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523730,94940256,06/09/2021,6:00 PM,9:00 PM,FEMALE,23,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523731,94940257,06/09/2021,6:00 PM,9:00 PM,MALE,24,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523732,94940258,06/09/2021,6:00 PM,9:00 PM,MALE,25,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523733,94940259,06/09/2021,6:00 PM,9:00 PM,MALE,26,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523734,94940260,06/09/2021,6:00 PM,9:00 PM,MALE,62,Bab Al Salam Square,Visiting the Prophet Muhammed
478523735,94940261,06/09/2021,6:00 PM,9:00 PM,MALE,52,Bab Al Salam Square,Visiting the Prophet Muhammed
478523736,94940262,06/09/2021,6:00 PM,9:00 PM,FEMALE,82,Bab Al Salam Square,Visiting the Prophet Muhammed
478523737,94940263,06/09/2021,6:00 PM,9:00 PM,MALE,92,Bab Al Salam Square,Visiting the Prophet Muhammed
478523738,94940264,06/09/2021,6:00 PM,9:00 PM,FEMALE,72,Bab Al Salam Square,Visiting the Prophet Muhammed
478523739,94940265,06/09/2021,6:00 PM,9:00 PM,MALE,42,Bab Al Salam Square,Visiting the Prophet Muhammed
478523740,94940266,06/09/2021,6:00 PM,9:00 PM,MALE,56,Bab Al Salam Square,Visiting the Prophet Muhammed
478523741,94940267,06/09/2021,6:00 PM,9:00 PM,MALE,22,Bab Al Salam Square,Visiting the Prophet Muhammed
478523742,94940268,06/09/2021,6:00 PM,9:00 PM,MALE,40,Bab Al Salam Square,Visiting the Prophet Muhammed
478523743,94940269,06/09/2021,6:00 PM,9:00 PM,MALE,46,Bab Al Salam Square,Visiting the Prophet Muhammed
478523744,94940270,06/09/2021,6:00 PM,9:00 PM,FEMALE,44,Bab Al Salam Square,Visiting the Prophet Muhammed
478523745,94940271,06/09/2021,6:00 PM,9:00 PM,MALE,58,Bab Al Salam Square,Visiting the Prophet Muhammed
478523746,94940272,06/09/2021,6:00 PM,9:00 PM,FEMALE,65,Bab Al Salam Square,Visiting the Prophet Muhammed
478523747,94940273,06/09/2021,6:00 PM,9:00 PM,MALE,57,Bab Al Salam Square,Visiting the Prophet Muhammed
478523748,94940274,06/09/2021,6:00 PM,9:00 PM,MALE,58,Bab Al Salam Square,Visiting the Prophet Muhammed
478523749,94940275,06/09/2021,6:00 PM,9:00 PM,MALE,60,Bab Al Salam Square,Visiting the Prophet Muhammed
478523750,94940276,06/09/2021,6:00 PM,9:00 PM,MALE,55,Bab Al Salam Square,Visiting the Prophet Muhammed
478523751,94940277,06/09/2021,6:00 PM,9:00 PM,MALE,22,Bab Al Salam Square,Visiting the Prophet Muhammed
478523752,94940278,06/09/2021,6:00 PM,9:00 PM,FEMALE,19,Bab Al Salam Square,Visiting the Prophet Muhammed
478523753,94940279,06/09/2021,6:00 PM,9:00 PM,MALE,37,Bab Al Salam Square,Visiting the Prophet Muhammed
478523754,94940280,06/09/2021,6:00 PM,9:00 PM,FEMALE,77,Bab Al Salam Square,Visiting the Prophet Muhammed
478523755,94940281,06/09/2021,6:00 PM,9:00 PM,MALE,45,Bab Al Salam Square,Visiting the Prophet Muhammed
478523756,94940282,06/09/2021,6:00 PM,9:00 PM,MALE,75,Bab Al Salam Square,Visiting the Prophet Muhammed
478523757,94940283,06/09/2021,6:00 PM,9:00 PM,MALE,65,Bab Al Salam Square,Visiting the Prophet Muhammed
478523758,94940284,06/09/2021,6:00 PM,9:00 PM,MALE,27,Bab Al Salam Square,Visiting the Prophet Muhammed
478523759,94940285,06/09/2021,6:00 PM,9:00 PM,MALE,28,Bab Al Salam Square,Visiting the Prophet Muhammed
478523760,94940286,06/09/2021,6:00 PM,9:00 PM,FEMALE,57,Bab Al Salam Square,Visiting the Prophet Muhammed
478523761,94940287,06/09/2021,6:00 PM,9:00 PM,MALE,58,Bab Al Salam Square,Visiting the Prophet Muhammed
478523762,94940288,06/09/2021,6:00 PM,9:00 PM,FEMALE,25,Bab Al Salam Square,Visiting the Prophet Muhammed
478523763,94940289,06/09/2021,6:00 PM,9:00 PM,MALE,26,Bab Al Salam Square,Visiting the Prophet Muhammed
478523764,94940290,06/09/2021,6:00 PM,9:00 PM,MALE,62,Bab Al Salam Square,Visiting the Prophet Muhammed
478523765,94940291,06/09/2021,6:00 PM,9:00 PM,MALE,52,Bab Al Salam Square,Visiting the Prophet Muhammed
478523766,94940292,06/09/2021,6:00 PM,9:00 PM,MALE,82,Bab Al Salam Square,Visiting the Prophet Muhammed
478523767,94940293,06/09/2021,6:00 PM,9:00 PM,MALE,92,Bab Al Salam Square,Visiting the Prophet Muhammed
478523768,94940294,06/09/2021,6:00 PM,9:00 PM,FEMALE,72,Bab Al Salam Square,Visiting the Prophet Muhammed
478523769,94940295,06/09/2021,6:00 PM,9:00 PM,MALE,42,Bab Al Salam Square,Visiting the Prophet Muhammed
478523770,94940296,06/09/2021,6:00 PM,9:00 PM,FEMALE,56,Bab Al Salam Square,Visiting the Prophet Muhammed
478523771,94940297,06/09/2021,6:00 PM,9:00 PM,MALE,54,Bab Al Salam Square,Visiting the Prophet Muhammed
478523772,94940298,06/09/2021,6:00 PM,9:00 PM,MALE,25,Bab Al Salam Square,Visiting the Prophet Muhammed
478523773,94940299,06/09/2021,6:00 PM,9:00 PM,MALE,35,Bab Al Salam Square,Visiting the Prophet Muhammed
478523774,94940300,06/09/2021,6:00 PM,9:00 PM,MALE,78,Bab Al Salam Square,Visiting the Prophet Muhammed
478523775,94940301,06/09/2021,6:00 PM,9:00 PM,MALE,95,Bab Al Salam Square,Visiting the Prophet Muhammed
478523776,94940302,06/09/2021,6:00 PM,9:00 PM,FEMALE,24,Bab Al Salam Square,Visiting the Prophet Muhammed
478523777,94940303,06/09/2021,6:00 PM,9:00 PM,MALE,85,Bab Al Salam Square,Visiting the Prophet Muhammed
478523778,94940304,06/09/2021,6:00 PM,9:00 PM,FEMALE,97,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523779,94940305,06/09/2021,6:00 PM,9:00 PM,MALE,54,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523780,94940306,06/09/2021,6:00 PM,9:00 PM,MALE,77,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523781,94940307,06/09/2021,6:00 PM,9:00 PM,MALE,23,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523782,94940308,06/09/2021,6:00 PM,9:00 PM,MALE,24,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523783,94940309,06/09/2021,6:00 PM,9:00 PM,MALE,25,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523784,94940310,06/09/2021,6:00 PM,9:00 PM,FEMALE,26,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523785,94940311,06/09/2021,6:00 PM,9:00 PM,MALE,55,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523786,94940312,06/09/2021,6:00 PM,9:00 PM,FEMALE,22,Bab Al Salam Square,Visiting the Prophet Muhammed
478523787,94940313,06/09/2021,6:00 PM,9:00 PM,MALE,40,Bab Al Salam Square,Visiting the Prophet Muhammed
478523788,94940314,06/09/2021,6:00 PM,9:00 PM,MALE,46,Bab Al Salam Square,Visiting the Prophet Muhammed
478523789,94940315,06/09/2021,6:00 PM,9:00 PM,MALE,44,Bab Al Salam Square,Visiting the Prophet Muhammed
478523790,94940316,06/09/2021,6:00 PM,9:00 PM,MALE,58,Bab Al Salam Square,Visiting the Prophet Muhammed
478523791,94940317,06/09/2021,6:00 PM,9:00 PM,MALE,65,Bab Al Salam Square,Visiting the Prophet Muhammed
478523792,94940318,06/09/2021,6:00 PM,9:00 PM,FEMALE,57,Bab Al Salam Square,Visiting the Prophet Muhammed
478523793,94940319,06/09/2021,6:00 PM,9:00 PM,MALE,58,Bab Al Salam Square,Visiting the Prophet Muhammed
478523794,94940320,06/09/2021,6:00 PM,9:00 PM,FEMALE,60,Bab Al Salam Square,Visiting the Prophet Muhammed
478523795,94940321,06/09/2021,6:00 PM,9:00 PM,MALE,55,Bab Al Salam Square,Visiting the Prophet Muhammed
478523796,94940322,06/09/2021,6:00 PM,9:00 PM,MALE,22,Bab Al Salam Square,Visiting the Prophet Muhammed
478523797,94940323,06/09/2021,6:00 PM,9:00 PM,MALE,19,Bab Al Salam Square,Visiting the Prophet Muhammed
478523798,94940324,06/09/2021,6:00 PM,9:00 PM,MALE,37,Bab Al Salam Square,Visiting the Prophet Muhammed
478523799,94940325,06/09/2021,6:00 PM,9:00 PM,MALE,77,Bab Al Salam Square,Visiting the Prophet Muhammed
478523800,94940326,06/09/2021,6:00 PM,9:00 PM,FEMALE,45,Bab Al Salam Square,Visiting the Prophet Muhammed
478523801,94940327,06/09/2021,6:00 PM,9:00 PM,MALE,75,Bab Al Salam Square,Visiting the Prophet Muhammed
478523802,94940328,06/09/2021,6:00 PM,9:00 PM,FEMALE,65,Bab Al Salam Square,Visiting the Prophet Muhammed
478523803,94940329,06/09/2021,6:00 PM,9:00 PM,MALE,27,Bab Al Salam Square,Visiting the Prophet Muhammed
478523804,94940330,06/09/2021,6:00 PM,9:00 PM,MALE,28,Bab Al Salam Square,Visiting the Prophet Muhammed
478523805,94940331,06/09/2021,6:00 PM,9:00 PM,MALE,57,Bab Al Salam Square,Visiting the Prophet Muhammed
478523806,94940332,06/09/2021,6:00 PM,9:00 PM,MALE,58,Bab Al Salam Square,Visiting the Prophet Muhammed
478523807,94940333,06/09/2021,6:00 PM,9:00 PM,MALE,60,Bab Al Salam Square,Visiting the Prophet Muhammed
478523808,94940334,06/09/2021,6:00 PM,9:00 PM,FEMALE,55,Bab Al Salam Square,Visiting the Prophet Muhammed
478523809,94940335,06/09/2021,6:00 PM,9:00 PM,MALE,22,Bab Al Salam Square,Visiting the Prophet Muhammed
478523810,94940336,06/09/2021,6:00 PM,9:00 PM,FEMALE,19,Bab Al Salam Square,Visiting the Prophet Muhammed
478523811,94940337,06/09/2021,6:00 PM,9:00 PM,MALE,37,Bab Al Salam Square,Visiting the Prophet Muhammed
478523812,94940338,06/09/2021,6:00 PM,9:00 PM,MALE,77,Bab Al Salam Square,Visiting the Prophet Muhammed
478523813,94940339,06/09/2021,6:00 PM,9:00 PM,MALE,23,Bab Al Salam Square,Visiting the Prophet Muhammed
478523814,94940340,06/09/2021,6:00 PM,9:00 PM,MALE,24,Bab Al Salam Square,Visiting the Prophet Muhammed
478523815,94940341,06/09/2021,6:00 PM,9:00 PM,MALE,25,Bab Al Salam Square,Visiting the Prophet Muhammed
478523816,94940342,06/09/2021,6:00 PM,9:00 PM,FEMALE,26,Bab Al Salam Square,Visiting the Prophet Muhammed
478523817,94940343,06/09/2021,6:00 PM,9:00 PM,MALE,62,Bab Al Salam Square,Visiting the Prophet Muhammed
478523818,94940344,06/09/2021,6:00 PM,9:00 PM,FEMALE,52,Bab Al Salam Square,Visiting the Prophet Muhammed
478523819,94940345,06/09/2021,6:00 PM,9:00 PM,MALE,82,Bab Al Salam Square,Visiting the Prophet Muhammed
478523820,94940346,06/09/2021,6:00 PM,9:00 PM,MALE,92,Bab Al Salam Square,Visiting the Prophet Muhammed
478523821,94940347,06/09/2021,6:00 PM,9:00 PM,MALE,72,Bab Al Salam Square,Visiting the Prophet Muhammed
478523822,94940348,06/09/2021,6:00 PM,9:00 PM,MALE,42,Bab Al Salam Square,Visiting the Prophet Muhammed
478523823,94940349,06/09/2021,6:00 PM,9:00 PM,MALE,56,Bab Al Salam Square,Visiting the Prophet Muhammed
478523824,94940350,06/09/2021,6:00 PM,9:00 PM,FEMALE,54,Bab Al Salam Square,Visiting the Prophet Muhammed
478523825,94940351,06/09/2021,6:00 PM,9:00 PM,MALE,25,Bab Al Salam Square,Visiting the Prophet Muhammed
478523826,94940352,06/09/2021,6:00 PM,9:00 PM,FEMALE,35,Bab Al Salam Square,Visiting the Prophet Muhammed
478523827,94940353,06/09/2021,6:00 PM,9:00 PM,MALE,78,Bab Al Salam Square,Visiting the Prophet Muhammed
478523828,94940354,06/09/2021,6:00 PM,9:00 PM,MALE,95,Bab Al Salam Square,Visiting the Prophet Muhammed
478523829,94940355,06/09/2021,6:00 PM,9:00 PM,MALE,24,Bab Al Salam Square,Visiting the Prophet Muhammed
478523830,94940356,06/09/2021,6:00 PM,9:00 PM,MALE,85,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523831,94940357,06/09/2021,6:00 PM,9:00 PM,MALE,97,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523832,94940358,06/09/2021,6:00 PM,9:00 PM,FEMALE,54,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523833,94940359,06/09/2021,6:00 PM,9:00 PM,MALE,65,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523834,94940360,06/09/2021,6:00 PM,9:00 PM,FEMALE,25,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523835,94940361,06/09/2021,6:00 PM,9:00 PM,MALE,34,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523836,94940362,06/09/2021,6:00 PM,9:00 PM,MALE,65,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523837,94940363,06/09/2021,6:00 PM,9:00 PM,MALE,98,Bab Al Salam Square,Prayer in the Prophet's Mosque
478523838,94940364,06/09/2021,6:00 PM,9:00 PM,MALE,65,Bab Al Salam Square,Visiting the Prophet Muhammed
478523839,94940365,06/09/2021,6:00 PM,9:00 PM,MALE,27,Bab Al Salam Square,Visiting the Prophet Muhammed
478523840,94940366,06/09/2021,6:00 PM,9:00 PM,FEMALE,28,Bab Al Salam Square,Visiting the Prophet Muhammed
478523841,94940367,06/09/2021,6:00 PM,9:00 PM,MALE,57,Bab Al Salam Square,Visiting the Prophet Muhammed
478523842,94940368,06/09/2021,6:00 PM,9:00 PM,FEMALE,58,Bab Al Salam Square,Visiting the Prophet Muhammed
478523843,94940369,06/09/2021,6:00 PM,9:00 PM,MALE,60,Bab Al Salam Square,Visiting the Prophet Muhammed
478523844,94940370,06/09/2021,6:00 PM,9:00 PM,MALE,55,Bab Al Salam Square,Visiting the Prophet Muhammed
478523845,94940371,06/09/2021,6:00 PM,9:00 PM,MALE,22,Bab Al Salam Square,Visiting the Prophet Muhammed
478523846,94940372,06/09/2021,6:00 PM,9:00 PM,MALE,19,Bab Al Salam Square,Visiting the Prophet Muhammed
478523847,94940373,06/09/2021,6:00 PM,9:00 PM,MALE,37,Bab Al Salam Square,Visiting the Prophet Muhammed
478523848,94940374,06/09/2021,6:00 PM,9:00 PM,FEMALE,77,Bab Al Salam Square,Visiting the Prophet Muhammed
478523849,94940375,06/09/2021,6:00 PM,9:00 PM,MALE,23,Bab Al Salam Square,Visiting the Prophet Muhammed
478523850,94940376,06/09/2021,6:00 PM,9:00 PM,FEMALE,24,Bab Al Salam Square,Visiting the Prophet Muhammed
478523851,94940377,06/09/2021,6:00 PM,9:00 PM,MALE,25,Bab Al Salam Square,Visiting the Prophet Muhammed
478523852,94940378,06/09/2021,6:00 PM,9:00 PM,MALE,26,Bab Al Salam Square,Visiting the Prophet Muhammed
478523853,94940379,06/09/2021,6:00 PM,9:00 PM,MALE,62,Bab Al Salam Square,Visiting the Prophet Muhammed
478523854,94940380,06/09/2021,6:00 PM,9:00 PM,MALE,52,Bab Al Salam Square,Visiting the Prophet Muhammed
478523855,94940381,06/09/2021,6:00 PM,9:00 PM,MALE,82,Bab Al Salam Square,Visiting the Prophet Muhammed
478523856,94940382,06/09/2021,6:00 PM,9:00 PM,FEMALE,92,Bab Al Salam Square,Visiting the Prophet Muhammed
478523857,94940383,06/09/2021,6:00 PM,9:00 PM,MALE,72,Bab Al Salam Square,Visiting the Prophet Muhammed
478523858,94940384,06/09/2021,6:00 PM,9:00 PM,FEMALE,42,Bab Al Salam Square,Visiting the Prophet Muhammed
478523859,94940385,06/09/2021,6:00 PM,9:00 PM,MALE,56,Bab Al Salam Square,Visiting the Prophet Muhammed
478523860,94940386,06/09/2021,6:00 PM,9:00 PM,MALE,22,Bab Al Salam Square,Visiting the Prophet Muhammed
478523861,94940387,06/09/2021,6:00 PM,9:00 PM,MALE,40,Bab Al Salam Square,Visiting the Prophet Muhammed
478523862,94940388,06/09/2021,6:00 PM,9:00 PM,MALE,46,Bab Al Salam Square,Visiting the Prophet Muhammed
478523863,94940389,06/09/2021,6:00 PM,9:00 PM,MALE,44,Bab Al Salam Square,Visiting the Prophet Muhammed
478523864,94940390,06/09/2021,6:00 PM,9:00 PM,FEMALE,58,Bab Al Salam Square,Visiting the Prophet Muhammed
478523865,94940391,06/09/2021,6:00 PM,9:00 PM,MALE,65,Bab Al Salam Square,Visiting the Prophet Muhammed
478523866,94940392,06/09/2021,6:00 PM,9:00 PM,FEMALE,57,Bab Al Salam Square,Visiting the Prophet Muhammed
478523867,94940393,06/09/2021,6:00 PM,9:00 PM,MALE,58,Bab Al Salam Square,Visiting the Prophet Muhammed
478523868,94940394,06/09/2021,6:00 PM,9:00 PM,MALE,60,Bab Al Salam Square,Visiting the Prophet Muhammed
478523869,94940395,06/09/2021,6:00 PM,9:00 PM,MALE,55,Bab Al Salam Square,Visiting the Prophet Muhammed
478523870,94940396,06/09/2021,6:00 PM,9:00 PM,MALE,22,Bab Al Salam Square,Visiting the Prophet Muhammed
478523871,94940397,06/09/2021,6:00 PM,9:00 PM,MALE,19,Bab Al Salam Square,Visiting the Prophet Muhammed
478523872,94940398,06/09/2021,6:00 PM,9:00 PM,FEMALE,37,Bab Al Salam Square,Visiting the Prophet Muhammed
478523873,94940399,06/09/2021,6:00 PM,9:00 PM,MALE,77,Bab Al Salam Square,Visiting the Prophet Muhammed
478523874,94940400,06/09/2021,6:00 PM,9:00 PM,FEMALE,45,Bab Al Salam Square,Visiting the Prophet Muhammed
478523875,94940401,06/09/2021,6:00 PM,9:00 PM,MALE,75,Bab Al Salam Square,Visiting the Prophet Muhammed
